date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:49:34	63963/63963	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:21%20GMT	https://templates.envytheme.com/orgo/default/index.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/index.html	(from )
09:49:35	116/116	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Apr%202021%2008:49:35%20GMT	https://templates.envytheme.com/robots.txt		(from )
09:49:35	153105/153105	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-25611%22	https://templates.envytheme.com/orgo/default/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/bootstrap.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:35	60562/60562	---MCZ	200	added ('OK')	text/css	etag:W/%2260041908-ec92%22	https://templates.envytheme.com/orgo/default/assets/css/animate.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/animate.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:36	5517/5517	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-158d%22	https://templates.envytheme.com/orgo/default/assets/css/meanmenu.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/meanmenu.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:36	48846/48846	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-bece%22	https://templates.envytheme.com/orgo/default/assets/css/boxicons.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/boxicons.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:36	1288/1288	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-5d4%22	https://templates.envytheme.com/orgo/default/assets/css/flaticon.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/flaticon.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:36	3070/3070	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-bfe%22	https://templates.envytheme.com/orgo/default/assets/css/nice-select.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/nice-select.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:36	3351/3351	---MCZ	200	added ('OK')	text/css	etag:W/%226004190a-d17%22	https://templates.envytheme.com/orgo/default/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/owl.carousel.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:37	1013/1013	---MCZ	200	added ('OK')	text/css	etag:W/%226004190a-3f5%22	https://templates.envytheme.com/orgo/default/assets/css/owl.theme.default.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/owl.theme.default.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:37	3116/3116	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-c2c%22	https://templates.envytheme.com/orgo/default/assets/css/odometer.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/odometer.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:37	5235/5235	---MCZ	200	added ('OK')	text/css	etag:W/%2260041909-1473%22	https://templates.envytheme.com/orgo/default/assets/css/magnific-popup.min.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/magnific-popup.min.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:37	14810/14810	---MCZ	200	added ('OK')	text/css	etag:W/%226004190a-4b64%22	https://templates.envytheme.com/orgo/default/assets/css/responsive.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/responsive.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:37	137663/137663	---MCZ	200	added ('OK')	text/css	etag:W/%226004190a-29e0d%22	https://templates.envytheme.com/orgo/default/assets/css/style.css	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/css/style.css	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:38	2409/2409	---M--	200	added ('OK')	image/png	etag:%2260041910-983%22	https://templates.envytheme.com/orgo/default/assets/img/favicon.png	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/img/favicon.png	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:38	2398/2398	---M--	200	added ('OK')	image/png	etag:%2260041911-12dc%22	https://templates.envytheme.com/orgo/default/assets/img/logo.png	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/assets/img/logo.png	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:39	42498/42498	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:21%20GMT	https://templates.envytheme.com/orgo/default/index-2.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/index-2.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:40	46733/46733	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:21%20GMT	https://templates.envytheme.com/orgo/default/index-3.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/index-3.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:40	52929/52929	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:21%20GMT	https://templates.envytheme.com/orgo/default/index-4.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/index-4.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:41	27663/27663	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:19%20GMT	https://templates.envytheme.com/orgo/default/about.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/about.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:42	18580/18580	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:23%20GMT	https://templates.envytheme.com/orgo/default/team.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/team.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:43	17157/17157	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:22%20GMT	https://templates.envytheme.com/orgo/default/pricing.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/pricing.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:44	16879/16879	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:20%20GMT	https://templates.envytheme.com/orgo/default/gallery.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/gallery.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:45	18862/18862	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:20%20GMT	https://templates.envytheme.com/orgo/default/gallery-details.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/gallery-details.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:46	21284/21284	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:20%20GMT	https://templates.envytheme.com/orgo/default/faq.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/faq.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:47	15709/15709	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:21%20GMT	https://templates.envytheme.com/orgo/default/login.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/login.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:47	15623/15623	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:22%20GMT	https://templates.envytheme.com/orgo/default/register.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/register.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:48	15304/15304	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:20%20GMT	https://templates.envytheme.com/orgo/default/error-404.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/error-404.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:48	19022/19022	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:23%20GMT	https://templates.envytheme.com/orgo/default/terms-of-service.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/terms-of-service.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:48	19007/19007	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:22%20GMT	https://templates.envytheme.com/orgo/default/privacy-policy.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/privacy-policy.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:49	17824/17824	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:22%20GMT	https://templates.envytheme.com/orgo/default/services.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/services.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:50	21058/21058	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:22%20GMT	https://templates.envytheme.com/orgo/default/services-details.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/services-details.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:50	26974/26974	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:22%20GMT	https://templates.envytheme.com/orgo/default/shop-1.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/shop-1.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:51	29389/29389	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:23%20GMT	https://templates.envytheme.com/orgo/default/shop-2.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/shop-2.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:52	18428/18428	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:20%20GMT	https://templates.envytheme.com/orgo/default/cart.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/cart.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:53	20016/20016	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:20%20GMT	https://templates.envytheme.com/orgo/default/checkout.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/checkout.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:53	39272/39272	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:23%20GMT	https://templates.envytheme.com/orgo/default/shop-details.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/shop-details.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:53	17926/17926	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:19%20GMT	https://templates.envytheme.com/orgo/default/blog-1.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/blog-1.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:54	19220/19220	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:19%20GMT	https://templates.envytheme.com/orgo/default/blog-2.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/blog-2.html	(from https://templates.envytheme.com/orgo/default/index.html)
09:49:55	20486/20486	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Jan%202021%2011:01:19%20GMT	https://templates.envytheme.com/orgo/default/blog-3.html	C:/My%20Web%20Sites/kene/templates.envytheme.com/orgo/default/blog-3.html	(from https://templates.envytheme.com/orgo/default/index.html)
